loss,val_loss
719.201949936948,301.32297069960856
290.7444983628324,250.7929421830593
259.7132715762953,227.09711249804616
240.7403218308191,224.36445347754136
227.3296418273869,204.8247352894193
216.2054876948645,182.42001073182476
207.12989507528926,181.8345142599986
198.63501586731886,185.68956133395343
191.9472091273287,171.56915760276107
185.37469477697852,181.0961428451129
179.59811849718182,186.0920135077656
175.23972161468495,154.37896346526557
170.82945945479585,167.03006947809567
166.61112446789804,162.82412387636623
163.86144403722108,157.591515363107
160.50524727777764,154.97027801528426
158.01070173106137,162.42215103443553
155.40408637993488,160.98722355592528
152.94445603854888,141.88264292436
150.69087406798965,144.73153820738105
148.46761444712848,150.74158816711486
146.63623638698218,133.4790901608585
144.41342044466924,144.2031362715222
142.3530379024508,131.23564779501763
140.7133376832114,131.83904687600187
139.1553628481442,159.1468830827771
137.47395637122438,133.6768735237896
136.09453554732045,132.78337945970384
134.013663095972,136.75963807612774
132.72241767982214,127.94972916017828
130.97055875967166,126.31876098926357
129.66701683086416,128.7784033476184
128.39823949040732,125.49230855083556
127.27086700043797,120.61577904620857
125.83905872731262,117.46214607454179
124.67425397641672,115.09088548601953
123.73152070379348,110.03422496826751
122.30474811687426,119.27896101451881
121.35990152190367,119.8039869051631
120.3697831069464,112.79529808212784
119.48041927557047,108.88508002092779
118.63845039723479,115.36549317083386
117.6514916145187,112.91745811317708
117.00198804723323,103.42781003356872
116.02855167830006,106.98704405425896
115.34035734680634,117.63178857445074
114.28998384167163,102.18268581364075
113.6710877019323,110.03488464153668
113.22226014396529,113.33616741907646
112.3070814181148,105.90401884968674
111.58531872010161,108.5421961216792
110.911557782632,102.89303804455166
110.70082952459545,110.00346915957545
109.85653616377748,103.714746270504
109.37971116751177,105.59317084976512
108.82086857219564,99.19830399094174
108.2801249690546,109.10555414203613
