loss,val_loss
676.341666723313,258.3134099632305
264.16438855015,242.38506075863452
239.14094678573787,212.6746546484077
225.9517913971757,197.51589781087546
215.5912121006563,200.810914878321
208.13301907843797,208.90764855201516
201.3725177709694,191.90839170682398
196.38823312738728,178.3152473366655
191.83747346898394,162.13827167186005
187.2383362721287,168.1642018332066
183.09633668329062,165.04223211090667
179.53583467812985,165.49336282781624
176.1210003138581,165.53213307069478
173.10369740769377,172.66017738950953
170.39456869881047,175.96933624862976
167.79835620006293,182.8295564213388
164.40420615645547,168.57510073673478
162.0120370704851,177.93830589085977
159.72280795786565,172.58441753564557
157.5508260944991,185.45462008635297
155.32238922386108,177.61475451640078
153.73044207622638,161.54793700634303
151.97059991255244,173.38931168739833
150.27139089060037,197.20306106925284
148.66411680436786,170.0536576213193
147.26992744230265,166.71062170210593
145.71826168817708,172.87090730073848
144.30091492026074,166.45079606028196
143.17116425591692,161.91899962598495
141.75228911270236,156.97637542914032
140.68802158789148,152.1703983610625
139.5703588196541,159.43871769722182
138.26659881256126,181.80210278641906
137.0191804570148,154.23149478996658
136.5096907696288,155.0833334739723
135.0658218325502,154.95051806523887
134.09761760903987,181.42494066843477
133.5038808013231,138.6022734389645
133.01521917015685,138.87781037897923
131.8119361004127,154.32467765503498
131.33235478415946,173.79836466112636
130.2343903862408,166.5625020818578
129.87509439613612,182.67794047765037
129.09390993372264,146.0716508142275
128.33249073122985,149.32125108608315
127.53752478475054,163.2408521538592
127.14686640955017,158.8581845534684
126.40173780476418,167.25511320470667
125.71213680213661,160.95553105222953
124.97311888668361,155.9484860157573
124.84615642352506,152.94367188277357
123.87618255506219,163.88125660377878
123.30951343324874,162.97429065285587
122.86286912710374,165.1826486996691
121.98102798702476,148.99935334281477
121.49773751482427,154.1095731513492
120.57398810835637,151.50741227744308
120.0015953730682,164.79487909283492
119.24837554875147,158.80338523151278
118.60847314073342,141.3695615144026
117.69907706503402,158.88341232636506
117.06692085944313,141.70341983050898
116.38386953018046,159.66685662983872
115.8197322170396,159.2065546566777
114.89727043176396,143.83345343096977
114.06538070504722,134.6401453092009
113.0468901352619,141.26973815527595
112.43833554916901,158.9553590431909
111.2968548050911,158.5317913130438
110.69985750830166,150.75437146793192
109.98534823131257,129.21596548699955
108.76191283041658,120.81944880004535
108.02969037175072,121.85581875368342
107.359436782739,150.76224081147652
106.45904970710362,136.4746745075658
105.18446072213648,133.61315397050672
104.70003874543131,140.57000325283985
104.02983938311965,116.04820620192699
103.10307811767355,115.30705637436833
102.49010273379207,130.66603587921335
101.74448235977952,136.72555137330176
100.88222733571844,122.62212812901404
100.11456153257953,118.59172232476851
99.5450578180489,116.70647015519475
98.92060721527228,119.4655432580788
98.48396049333735,124.81403703553751
97.95107542875891,118.47020138781605
97.29372106534275,112.13424610905737
96.76489687429714,137.0674526505918
96.10628372006377,121.22356780194755
95.45994050786771,106.16669172894585
95.07802035491365,115.36643650661883
94.49159676737894,101.88125844580702
93.84831431875226,121.36300957913097
93.10082680096102,114.1474156478719
92.85289361798806,107.94703365018117
92.66459069740571,110.57869099831677
92.02268727555841,112.55750388680045
91.3929574600979,113.31353543109287
90.96406649946957,106.20389823813309
90.6030234406166,127.85220354397835
90.14259205629007,109.59853395215052
89.67171654673783,104.18257351889407
89.40636455262295,106.35935200252163
89.17539816439098,115.34756083629402
