loss,val_loss
228.9540063944975,201.62158533899756
201.68840241450638,201.6128274262235
201.68507991159098,201.62568712189002
201.68703923642744,201.63399399211897
201.6852545623563,201.62595609623608
201.68457584946225,201.63188991865306
201.6866163425666,201.67228062620114
201.68419353319885,201.6604287559451
201.6845158909156,201.68724342582138
201.6847891798027,201.62200403703005
201.68413715714607,201.6938342115883
201.68663333285068,201.65879609244328
201.6806382658248,201.6225821127131
201.68329205553596,201.64868442109017
201.6815208817685,201.7038677915071
201.68054034721484,201.73969346238303
201.68280385253266,201.61809329358118
201.68333268154714,201.6158768190917
201.6826328135361,201.65031842594942
201.68232688621592,201.72945023839094
201.6853128818393,201.66901157647635
201.68212773797134,201.61388150657262
201.68322493469708,201.610958784192
201.67953133831193,201.76855597762884
201.68434731219892,201.68437065548625
201.68200482592272,201.6138322015619
201.6844631577175,201.66226382069365
201.6849705832253,201.61396856607706
201.6817975338485,201.61800661128564
201.68079557189745,201.63675993659103
201.68559501149028,201.61197768833478
201.68383251798176,201.61128770541495
201.6826422260685,201.6986803492264
201.68406061470503,201.78525697845546
201.6826066462831,201.6397169581619
201.68230305145448,201.65247855193337
201.68263060395535,201.6171955862376
201.6805131188627,201.61521823722447
201.68252414175834,201.61286773984853
201.68281370223085,201.6524222884805
201.68148209935765,201.6860741650782
201.68268716678259,201.62727732815637
201.68067378012034,201.6475160945027
201.681862020079,201.61500595159436
201.68284412354444,201.68968464291962
201.68334187972056,201.67134190346638
201.6842819610888,201.62373752181182
201.6830913731887,201.66222496828783
201.68381569827167,201.62279131160108
201.68087616820762,201.66136532259065
201.68168155791307,201.62060728550446
201.6817359766495,201.61499070375157
201.68456812503072,201.64573550721164
201.68177142526744,201.62392029900158
201.68400521731044,201.66396104011395
201.68237101584097,201.63451754382285
201.68143737006278,201.61067981304421
