prediction,label,fname
7.483003173547331e-06,0.0,500
0.9987159967422485,1.0,500
0.9991463422775269,1.0,500
0.9971455931663513,1.0,500
2.0445084373932332e-05,0.0,500
7.489500603696797e-06,0.0,500
0.9983183145523071,1.0,500
0.9983677268028259,1.0,500
0.999433696269989,1.0,500
0.00013655358634423465,0.0,500
1.1696002729877364e-05,0.0,500
0.9979967474937439,1.0,500
1.2812485692847986e-05,0.0,500
7.508996077376651e-06,0.0,500
0.9965253472328186,1.0,500
6.410993137251353e-06,0.0,500
5.771424184786156e-06,0.0,500
7.815090611984488e-06,0.0,500
2.0000568838440813e-05,0.0,500
0.00017385219689458609,0.0,500
0.998713493347168,1.0,500
7.391304734483128e-06,0.0,500
9.682780728326179e-06,0.0,500
0.9919670224189758,1.0,500
0.9990516304969788,1.0,500
0.9987673759460449,1.0,500
0.9994885921478271,1.0,500
0.9986768364906311,1.0,500
6.601472250622464e-06,0.0,500
1.645912379899528e-05,0.0,500
0.9891429543495178,1.0,500
1.123343736253446e-05,0.0,500
1.197207166114822e-05,0.0,500
0.998910665512085,1.0,500
7.166420800786e-06,0.0,500
0.9963229894638062,1.0,500
5.0207985623274e-05,0.0,500
0.9992653727531433,1.0,500
1.0944278983515687e-05,0.0,500
0.9983546137809753,1.0,500
6.7377563937043305e-06,0.0,500
0.9995952248573303,1.0,500
7.343093329836847e-06,0.0,500
0.9982174038887024,1.0,500
6.959276106499601e-06,0.0,500
0.9906206130981445,1.0,500
6.382583251252072e-06,0.0,500
0.9983997941017151,1.0,500
0.9993133544921875,1.0,500
0.9992361068725586,1.0,500
6.713255061185919e-06,0.0,500
0.9979870319366455,1.0,500
1.859063922893256e-05,0.0,500
0.023525018244981766,0.0,500
0.9969475865364075,1.0,500
0.999068558216095,1.0,500
0.9982776641845703,1.0,500
9.076726200873964e-06,0.0,500
5.700749170500785e-06,0.0,500
0.9991443157196045,1.0,500
0.9992983341217041,1.0,500
0.9993163347244263,1.0,500
0.9953981041908264,1.0,500
0.9983105659484863,1.0,500
0.011172808706760406,0.0,500
6.58421322441427e-06,0.0,500
0.9985702037811279,1.0,500
6.478606337623205e-06,0.0,500
0.9993823766708374,1.0,500
0.980587363243103,1.0,500
0.9981729984283447,1.0,500
0.997808039188385,1.0,500
0.9983794689178467,1.0,500
0.9963982105255127,1.0,500
9.093048902286682e-06,0.0,500
0.9976140260696411,1.0,500
0.9994381070137024,1.0,500
1.4599911992263515e-05,0.0,500
0.9951115250587463,1.0,500
0.0001267330371774733,0.0,500
6.699900950479787e-06,0.0,500
7.161242137954105e-06,0.0,500
5.79157676838804e-06,0.0,500
0.9942704439163208,1.0,500
1.0266948265780229e-05,0.0,500
0.9678693413734436,1.0,500
0.0001940545189427212,0.0,500
0.9986849427223206,1.0,500
0.9843122363090515,0.0,500
0.999334990978241,1.0,500
0.9753677248954773,1.0,500
0.9988308548927307,1.0,500
0.9988688826560974,1.0,500
8.062736014835536e-06,0.0,500
0.9987156391143799,1.0,500
0.9964832067489624,1.0,500
1.1728639947250485e-05,0.0,500
1.0013502105721273e-05,0.0,500
0.9987484216690063,1.0,500
0.9984283447265625,1.0,500
0.9991890788078308,1.0,500
0.9987528324127197,1.0,500
8.871023965184577e-06,0.0,500
6.7865094024455175e-06,0.0,500
9.169130862574093e-06,0.0,500
0.9979813694953918,1.0,500
5.863009846507339e-06,0.0,500
0.0006525045610032976,0.0,500
1.1533534234331455e-05,0.0,500
0.999407172203064,1.0,500
0.9979636669158936,1.0,500
0.9946564435958862,1.0,500
0.994381844997406,1.0,500
1.268629239348229e-05,0.0,500
0.9994590878486633,1.0,500
1.1831556548713706e-05,0.0,500
9.864315870800056e-06,0.0,500
2.6966292352881283e-05,0.0,500
0.6962396502494812,0.0,500
6.962608949834248e-06,0.0,500
0.9988435506820679,1.0,500
0.9989446997642517,1.0,500
1.8545591956353746e-05,0.0,500
0.9992653727531433,1.0,500
0.0002082090068142861,0.0,500
8.511119631293695e-06,0.0,500
6.942055279068882e-06,0.0,500
0.9930484294891357,1.0,500
1.01427895060624e-05,0.0,500
7.70264432503609e-06,0.0,500
9.911274901241995e-06,0.0,500
1.586441067047417e-05,0.0,500
0.9990857839584351,1.0,500
0.9995402097702026,1.0,500
5.738472736993572e-06,0.0,500
0.9994753003120422,1.0,500
0.00024360790848731995,0.0,500
0.997948944568634,1.0,500
0.999054491519928,1.0,500
0.9979701638221741,1.0,500
0.9976683259010315,1.0,500
0.9993521571159363,1.0,500
0.998629093170166,1.0,500
6.886441497044871e-06,0.0,500
0.997738242149353,1.0,500
0.5666130185127258,0.0,500
0.986628532409668,1.0,500
0.9988178610801697,1.0,500
8.173342394002248e-06,0.0,500
0.999225378036499,1.0,500
0.9955688118934631,1.0,500
0.021897004917263985,1.0,500
0.9942641854286194,1.0,500
0.9973948001861572,1.0,500
0.9983635544776917,1.0,500
7.595856914122123e-06,0.0,500
0.0012179084587842226,0.0,500
0.9994811415672302,1.0,500
0.9973914623260498,0.0,500
6.085242603148799e-06,0.0,500
0.9989527463912964,1.0,500
6.443245183618274e-06,0.0,500
0.9992157220840454,1.0,500
9.172094905807171e-06,0.0,500
9.260186743631493e-06,0.0,500
0.9992194175720215,1.0,500
6.470191237895051e-06,0.0,500
0.9913437366485596,1.0,500
0.996454119682312,1.0,500
8.032719051698223e-06,0.0,500
9.182597750623245e-06,0.0,500
7.419057965307729e-06,0.0,500
0.9659261703491211,1.0,500
0.9992226362228394,1.0,500
0.997521698474884,1.0,500
1.2900664842163678e-05,0.0,500
0.9991922974586487,1.0,500
0.9991772770881653,1.0,500
4.839033499592915e-05,0.0,500
0.9860513210296631,1.0,500
6.58102726447396e-05,0.0,500
8.954449185694102e-06,0.0,500
8.5719111666549e-06,0.0,500
0.997612476348877,1.0,500
7.948749953357037e-06,0.0,500
0.9965662360191345,1.0,500
0.9994096755981445,1.0,500
0.998285710811615,1.0,500
7.990628546394873e-06,0.0,500
0.978640079498291,1.0,500
1.5301046005333774e-05,0.0,500
0.9832062125205994,1.0,500
1.1592296687013004e-05,0.0,500
8.975652235676534e-06,0.0,500
0.8516130447387695,1.0,500
0.998784601688385,1.0,500
6.0324077821860556e-06,0.0,500
2.498607136658393e-05,0.0,500
0.9974608421325684,1.0,500
1.5862971849855967e-05,0.0,500
0.9958745837211609,1.0,500
0.585929274559021,1.0,500
0.9967641830444336,1.0,500
0.9981378316879272,1.0,500
0.016236016526818275,1.0,500
0.9991170763969421,1.0,500
0.9980840682983398,1.0,500
0.9972796440124512,1.0,500
0.9985910058021545,1.0,500
5.714503913623048e-06,0.0,500
6.7636110543389805e-06,0.0,500
0.9993139505386353,1.0,500
0.9970356225967407,1.0,500
5.922731361351907e-06,0.0,500
0.9990014433860779,1.0,500
0.9993195533752441,1.0,500
0.9724775552749634,1.0,500
1.8953704056912102e-05,0.0,500
0.9990735054016113,1.0,500
1.0113050848303828e-05,0.0,500
0.9989069700241089,1.0,500
1.246379270014586e-05,0.0,500
1.4573425687558483e-05,0.0,500
7.325907517952146e-06,0.0,500
0.992519736289978,1.0,500
6.540724371006945e-06,0.0,500
9.437794687983114e-06,0.0,500
0.9981743097305298,1.0,500
0.0006360893603414297,0.0,500
0.982188880443573,1.0,500
0.00011020847159670666,0.0,500
4.433672074810602e-05,0.0,500
0.9994481205940247,1.0,500
1.3877824130759109e-05,0.0,500
1.068935034709284e-05,0.0,500
0.998464822769165,1.0,500
0.0001675649982644245,0.0,500
7.486671529477462e-05,0.0,500
8.546842764189932e-06,0.0,500
0.9900892972946167,1.0,500
0.9994470477104187,1.0,500
0.9993101358413696,1.0,500
9.349928404844832e-06,0.0,500
0.9994435906410217,1.0,500
0.0019187836442142725,0.0,500
1.3972376109450124e-05,0.0,500
7.326368631765945e-06,0.0,500
0.997276246547699,1.0,500
0.9914626479148865,1.0,500
0.9956037998199463,1.0,500
0.9971197843551636,1.0,500
0.9989857077598572,1.0,500
0.9988031387329102,1.0,500
0.9978185892105103,1.0,500
0.998307466506958,1.0,500
0.9991335272789001,1.0,500
0.9964918494224548,1.0,500
0.0003851910587400198,0.0,500
6.837127784820041e-06,0.0,500
6.535175089084078e-06,0.0,500
0.9986711740493774,1.0,500
0.9921892881393433,1.0,500
0.0023618247359991074,0.0,500
8.43406087369658e-06,0.0,500
0.9995026588439941,1.0,500
6.599779226235114e-06,0.0,500
0.998765230178833,1.0,500
0.9991503953933716,1.0,500
0.9982764720916748,1.0,500
1.0235811714665033e-05,0.0,500
8.055142643570434e-06,0.0,500
2.203922122134827e-05,0.0,500
0.9932152032852173,1.0,500
7.135657597245881e-06,0.0,500
0.9990602135658264,1.0,500
