loss,val_loss,acc,val_acc
0.484383191176522,0.2879400087604852,0.7453640605706948,0.8672373721940155
0.18163294429663193,0.11507639982796909,0.9165552930471221,0.9455329933584343
0.1164733269041797,0.14262206877094274,0.9462382817396793,0.9376774985772078
0.102080793952932,0.19702595289586217,0.9530648805235075,0.9087548676312683
0.09308359396693304,0.08129853136114634,0.9574520065474471,0.9637811787727822
0.08583165960090094,0.07789427569861519,0.961197123897261,0.9652880768616149
0.08119568621551969,0.07857506262441209,0.9633858808555256,0.9635344680159128
0.07765367850911321,0.08743719680913455,0.9649742816051098,0.9625406161601153
0.07468228529924248,0.0649686596170239,0.9665382515816923,0.9714936934562776
0.07290791237927115,0.07455994990499268,0.9674321775708683,0.9657226242174644
0.07094921430325839,0.07545494349044303,0.9682900581572549,0.9636508145660274
0.07015856096446002,0.07555226381754264,0.9687974973276339,0.9651058473252909
0.06849256455572174,0.06399804270646844,0.969521208914749,0.9715539693798309
0.06645500314388987,0.06579683370614386,0.9706029715029051,0.9709484066129697
0.0652961244412586,0.06017534488813149,0.9711444535536963,0.9738430527091925
0.06539117337081211,0.07328932112284377,0.9711861060191417,0.9663408028753018
0.06386578845701638,0.0702003230973665,0.9720163517967232,0.9689480870103983
0.06308791384386661,0.05678918707538719,0.9723443649621063,0.9759274782516058
0.062115810643831273,0.06480784076425927,0.9728205647834012,0.9709652278009381
0.06156507418533411,0.055915353776220936,0.9730140084450374,0.9758601934997323
0.06056797500514361,0.0639957763913636,0.9735038254184971,0.9713997751567874
0.060074699238052455,0.06293088395142533,0.9737329139784473,0.9715693888021352
0.059350910056027724,0.05776365881799108,0.9740873604392092,0.974740182734172
0.05894995675019605,0.06373026646313602,0.9742968242798629,0.9716787265239295
0.05836738926863897,0.05233972360448801,0.9745931975916865,0.9773082174306756
0.05785623266378726,0.0517509109431079,0.9747582054355667,0.9773390562752844
0.05755657804036399,0.053329160344523514,0.9749436390076941,0.9766479858029173
0.057107402050426796,0.05446334624224004,0.9751703245407916,0.9760942883656254
0.05653553950498029,0.05570232623351676,0.9754450706109415,0.9757326328243054
0.05611586713182285,0.05588703072521427,0.9756665495858583,0.976216241978396
0.05602209615322662,0.05662488763870069,0.9757366378690598,0.9751523018393969
0.05576241676005295,0.05191085511101241,0.9757346353466827,0.9773839127765334
0.05536357974042834,0.05553715765017925,0.9759457012052382,0.9757017939796968
0.055194298985154704,0.05179567477529135,0.9760974924014288,0.9778436919143353
0.05483382766355568,0.057243000528821614,0.9762328629141266,0.9755321803343492
0.054614434566475654,0.05783557299644972,0.9763121628002632,0.9747247633118676
0.05442150506463595,0.05797905478706851,0.9763458051762,0.9751158559321321
0.053946238019162485,0.05076067672239625,0.9766053320762833,0.9778535042739835
0.053889651379926226,0.04974400363725085,0.9766353699119411,0.978705777797714
0.053624427785422694,0.0474670667539609,0.9767651333619828,0.9796463625582784
0.053340586597873746,0.05113946890389427,0.9769437583580278,0.9775268928742644
0.053233732095435866,0.05087485028400474,0.9770042345338188,0.9781128309218291
0.054577921764117444,0.05318265677102899,0.9764062813519909,0.977092345518415
0.05390192557472226,0.049529764411816724,0.9765768962585273,0.9786006453729117
0.05376366317801071,0.05954541235184763,0.9767435061203091,0.974007059291884
0.05309288577004053,0.05524570589253162,0.9770579021335274,0.9757312310586415
0.053063469807560576,0.048132550798213235,0.9769954234353592,0.9793702147224644
0.05264361745014302,0.05043093033644561,0.9772321215803426,0.978471682931821
0.05239010975330822,0.055176848782760336,0.9773823107586316,0.976402676811712
0.052452731915453306,0.05147532566985983,0.9772982048187897,0.9780399391072996
0.052185248645777164,0.05338604718749414,0.977459608122391,0.9769844095622846
0.05193800382268324,0.049644646231949356,0.9775889710679572,0.9786833495470895
0.05186602689509583,0.047369428956781555,0.9776590593511587,0.9799940004429579
0.05177672595275301,0.05071293447456128,0.9776390341273868,0.9781731068453824
0.05139887856396119,0.052046868440874146,0.9778609136067791,0.9778703254619519
0.05124222582239895,0.052143560375600646,0.9778356818248265,0.9776558553153553
0.05116647892736332,0.049002344514713685,0.9779374099615876,0.9788739896773977
0.05109979317337203,0.045203379170635154,0.977979863435984,0.9808042209967676
0.051052816357879865,0.05633582103213957,0.9779390119794894,0.9752350060135747
0.05053392902769776,0.05157426051741675,0.9781985388795728,0.9776039899857861
0.05075445672680242,0.05049595694695409,0.9780479491968083,0.9781212415158134
0.05072316478563971,0.04838343916023508,0.9781336571545519,0.9789987468214963
0.05030575031394361,0.051432784258845836,0.9782594155598392,0.9776712747376596
0.05052017943259518,0.047089510875356,0.9782341837778866,0.9800164286935824
0.05010756378361954,0.0529364538625612,0.9784724839407718,0.9777329524268769
0.049945926635239446,0.054600281854976854,0.9784456501409174,0.9766998511324865
0.05010050187432092,0.06322086021689466,0.9783383149415004,0.9725702494862529
0.049899030846000864,0.048966870400453257,0.9785337611255137,0.9786062524355679
