loss,val_loss
855.649816612369,317.52610455782747
302.0354594517694,252.87703863676012
269.10081576220256,279.9596464325742
253.85568490405743,250.2403935254952
242.29529440532403,207.44234491103785
233.41104326992232,251.9632031696574
226.64987496747779,198.47458852242107
221.01260137129944,210.15751615839108
215.35746910510662,202.2619119141496
211.32725203174553,203.6271837908252
207.4314727967319,172.68132692397162
204.01830475779036,178.45617868136668
200.72959909902738,185.2239616747237
198.09193823662474,184.30092378904547
194.8861591366765,174.51612906107584
192.24990294908392,175.95707343049264
189.40577931973405,180.1053431063672
187.00029278590364,178.86518080690712
184.86733769302884,174.25625488490851
183.0479910424615,165.20584135138373
180.47983026506182,179.8049497350582
178.28389052044045,181.20497496616065
176.5579101867357,168.4678552485847
174.3411913832704,184.78607384512634
172.59393405041877,185.13764485468724
170.38646615938129,160.65094327281963
168.19696665348448,184.1561236666824
166.52903982320748,172.0036173397238
164.89218336080594,167.1773527022853
162.9690919885686,179.96816281401277
161.28881845870063,160.14249347216625
159.4949265103667,172.94842137489084
158.22275966860877,172.6976042993342
156.5617299274655,190.14605469686424
155.1894541333246,148.22915953557097
153.84246609574194,171.88842948775493
152.64844547623474,167.86642053046089
151.63351523746923,153.31572100277006
149.86852752027673,180.05794513797295
148.9389676360596,164.7387511342848
148.2107603608031,164.09248357095808
146.8998673306944,169.13284907627357
145.70945269209147,159.87139567364684
145.00267988473334,171.9038433026006
143.83422518463138,159.81003296509945
143.18214399904414,169.32819344591883
