loss,val_loss,acc,val_acc
0.3319484290376832,0.1517508230290232,0.8310608041889564,0.9314929084675057
0.1303806701800189,0.12901600431377924,0.9415427672696528,0.9411482703613472
0.10443053126725557,0.10662573520403246,0.9536572266426792,0.9525628481635467
0.09083708318040619,0.08302335342029549,0.9599463484204704,0.9635106379996243
0.08310334524328779,0.07712138071202959,0.9634880094967622,0.9654366640220021
0.07662495287441935,0.07034046313923673,0.966396873501863,0.9692901178324217
0.07206629998542247,0.0616917908314032,0.968576819361668,0.9731575892994816
0.06796745380812122,0.06066111779092336,0.970402318760711,0.9738262315212242
0.06500558949919075,0.07170766641563586,0.9716550967598787,0.9697765305178403
0.06178783043335392,0.05885353340827682,0.9731517819845877,0.9741640570462554
0.05911051607174564,0.05444659885724037,0.9744337968104625,0.9772605573980987
0.057580404989981585,0.056867975348294554,0.9750417626041762,0.975251827201543
0.055949613049893654,0.05123556643386689,0.9758139352328192,0.976399873280384
0.054779497154209066,0.07027190000377961,0.9762933390899177,0.9680635728763951
0.053792956601839026,0.05524296852270986,0.9766650072431234,0.9767433058680715
0.053095160051493596,0.04870812851957837,0.9770799298796764,0.979671594340231
0.05230591876582912,0.06153885161734298,0.9773526734274492,0.9711194220239814
0.051617158279851,0.04833784925165223,0.9775833640053011,0.9794515171309782
0.051135335877803334,0.044664272918218104,0.9778412888874827,0.9810467264566448
0.050720163459498396,0.057628498299748525,0.9781256470650431,0.9733636488520941
0.04981965208165202,0.05204789150173088,0.9785265520449559,0.9779628419957779
0.04936380944653621,0.046152902685258505,0.9786715346650641,0.9801285699467048
0.048965043902515236,0.04486043985499025,0.9788229253567794,0.9809892540644195
0.048607828758041566,0.0516330740350426,0.979065230564419,0.9778142548353906
0.048366516467271366,0.051039077008438356,0.9790736411584031,0.9782978639894812
0.04778788425424542,0.04915278549759781,0.979380427586588,0.9798019585469858
0.047581339163236064,0.04453919108073482,0.9794300901415423,0.9808630951546569
0.04718473148648134,0.04334001129327635,0.9796063121107347,0.9816060309565929
0.0470438327585519,0.0435882848431299,0.979661581728345,0.9814111855292927
0.046901303236621505,0.046197157922019595,0.9797536977576956,0.9802785588727562
0.046499969481464815,0.04246743521297094,0.9798546248855058,0.9820293641871302
0.04633799568595617,0.04800849421850669,0.980012423648828,0.9786651265934572
0.046103401583292514,0.04409243335255675,0.980031647863649,0.981565379752336
0.04563067639116977,0.047313353013807825,0.9802411117043027,0.9793267599868795
0.04564497925181009,0.04366864668050909,0.9802559303698939,0.9815443532673755
0.0452423541638763,0.04528908866006511,0.9805218653415843,0.9807299274165739
0.0450774006001804,0.04553755120057426,0.9805226663505351,0.9798636362362031
0.04497955565267033,0.04510458690689487,0.9805699258786368,0.9807187132912617
0.04472858394454654,0.05089637405250552,0.9806460217289699,0.9766563963969015
0.044501216694264205,0.04569538516463217,0.9807305281732871,0.9803977089541988
0.04427686136089968,0.038432623652347196,0.980973233885402,0.9835530834639312
0.04415474995903642,0.040722764827816754,0.9809239718349233,0.9824316709327069
0.04383491228256792,0.044495444722447854,0.9810397176283246,0.9806528303050522
0.04372425479728421,0.04673228863726949,0.981146251818791,0.9790646298077058
0.04362661411524795,0.04209864795743957,0.9810629468879,0.9817209757410434
0.04339134673818844,0.04075751890826431,0.9812247506959767,0.9825942757497343
0.04318114730569086,0.038751408978646665,0.9813296828685412,0.9833932821782317
0.043140540470597746,0.04273904483008886,0.9813777434055937,0.9815864062372965
0.04287418011629403,0.04188045805054982,0.9815027008019301,0.9812710089628897
0.042729111159765416,0.041073778971612095,0.98163086223407,0.9822788784753276
0.042719971441915576,0.04764933656320155,0.9816076329744947,0.9786370912801765
0.042453115635247,0.045926672929489376,0.981710562624682,0.9805462961145859
0.042502686899437495,0.03992380784694155,0.9816204491177086,0.9829741542446866
0.04231712025709791,0.04363131418241856,0.9817021520306979,0.9814027749353085
