loss,val_loss
227.3035543991038,210.94149290091485
210.56830355896602,210.89603737816455
210.56751866556536,210.89643090067975
210.5662821625823,210.8676481316652
210.5664106140578,210.86727324463203
210.5657052772192,210.87836315872846
210.56583842300927,210.90330663810641
210.56523244258233,210.8651130964758
210.5650752551373,210.87437039093845
210.56550539545296,210.868935709014
210.56591330877134,210.88960390281244
210.56626582370254,210.90886047244743
210.56417269543326,210.87164276079747
210.56377464741124,210.8745527098395
210.56548961647724,210.867538284578
210.5645864590236,210.86960442699163
210.56474653484113,210.9052428399753
210.5649390325657,210.8652285013333
210.5647849297404,210.8712189615163
210.5664267272679,210.8757246137267
210.56414182420076,210.86563134289466
210.565746135357,210.91509211379955
210.56508269071213,210.86721221935395
210.56455040686535,210.86515526572782
210.56492856027768,210.88458021428596
210.56626166642084,210.92558850969104
210.56656464657337,211.02167132199827
210.56555556249268,210.87443395684866
210.5640161845877,210.88673114596514
210.56543703439803,210.9766141766486
210.56610995301472,210.96770826237096
210.56613239749248,210.87419041049992
210.5644980105044,210.87609768440674
210.5652237442987,210.8863197288299
210.56508293802455,210.88656829215807
210.5670783540885,210.92238806862505
210.5648559816338,210.86990656106727
210.5665292489039,210.89901662383167
210.5668938066855,210.91642065546955
210.56552866937488,210.90490645417225
210.56368497946875,210.86934099790238
210.5650269160334,210.86959450041303
210.56527309341755,211.0905193242398
210.56495360463583,210.89094093320017
210.5658902120861,210.87938655322807
210.56560211653687,210.86513067223086
210.56492935684824,210.8786284850387
210.5661245786068,210.89383404049073
210.56591021163393,210.86736819483937
210.56617823492735,210.90201031070373
210.5646579602675,210.86509792372397
210.56404100029303,210.9030837752434
210.5651661950891,210.86519502593714
210.56583549801954,210.86722912037436
